daniel2-PC
0.153934	0.015878	0.032151	0.000000	0.000000	0.000000	0.000000	0.002556	0.010346	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.241935	0.787172	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.532258	-0.804665	0.000000	0.000000	0.000000	3.141593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.573733	-1.172012	0.000000	0.000000	0.000000	-1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.029954	0.472303	0.000000	0.000000	0.000000	1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.204989	0.031432	0.062899	0.000000	0.000000	0.000000	0.000000	0.004944	0.019769	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.294893	0.731424	0.000000	0.000000	0.000000	-0.371652	0.529578	-0.557478	0.000000	0.000000	0.000000	-3.716518	0.529578	-3.716518	0.483717	-0.740352	0.000000	0.000000	0.000000	2.712838	-0.485410	0.643132	0.000000	0.000000	0.000000	-4.287544	0.485410	-4.287544	-0.617779	-1.110919	0.000000	0.000000	0.000000	-1.864435	-0.440458	0.610928	0.000000	0.000000	0.000000	-2.936389	-0.610928	-2.936389	-0.970964	0.408778	0.000000	0.000000	0.000000	1.177531	0.589898	-0.635249	0.000000	0.000000	0.000000	-3.932654	-0.635249	-3.932654	
0.310283	0.048032	0.095984	0.000000	0.000000	0.000000	0.000000	0.007549	0.030167	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.346598	0.677685	0.000000	0.000000	0.000000	-0.580276	0.517052	-0.537395	0.000000	0.000000	0.000000	-2.086244	0.676909	-2.086244	0.437662	-0.676123	0.000000	0.000000	0.000000	2.451052	-0.460547	0.642283	0.000000	0.000000	0.000000	-2.617861	0.685882	-2.617861	-0.659082	-1.050254	0.000000	0.000000	0.000000	-2.245063	-0.413033	0.606651	0.000000	0.000000	0.000000	-3.806277	-0.461137	-3.806277	-0.912753	0.345647	0.000000	0.000000	0.000000	0.657801	0.582108	-0.631312	0.000000	0.000000	0.000000	-5.197298	-0.360051	-5.197298	
0.412749	0.063721	0.127217	0.000000	0.000000	0.000000	0.000000	0.010014	0.039982	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.397020	0.626317	0.000000	0.000000	0.000000	-0.682378	0.504218	-0.513675	0.000000	0.000000	0.000000	-1.021017	0.703308	-1.021017	0.394300	-0.611986	0.000000	0.000000	0.000000	2.305559	-0.433623	0.641376	0.000000	0.000000	0.000000	-1.454933	0.742807	-1.454933	-0.697502	-0.990032	0.000000	0.000000	0.000000	-2.695795	-0.384197	0.602215	0.000000	0.000000	0.000000	-4.507323	-0.230565	-4.507323	-0.855379	0.283021	0.000000	0.000000	0.000000	0.093566	0.573738	-0.626257	0.000000	0.000000	0.000000	-5.642352	0.071141	-5.642352	
0.509986	0.079387	0.158302	0.000000	0.000000	0.000000	0.000000	0.012474	0.049753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.446091	0.577594	0.000000	0.000000	0.000000	-0.728160	0.490704	-0.487234	0.000000	0.000000	0.000000	-0.457818	0.688092	-0.457818	0.353736	-0.547952	0.000000	0.000000	0.000000	2.220020	-0.405638	0.640334	0.000000	0.000000	0.000000	-0.855387	0.747066	-0.855387	-0.733015	-0.930307	0.000000	0.000000	0.000000	3.126054	-0.355134	0.597250	0.000000	0.000000	0.000000	-4.613362	0.062905	-4.613362	-0.798927	0.221020	0.000000	0.000000	0.000000	-0.353131	0.564526	-0.620013	0.000000	0.000000	0.000000	-4.466966	0.504129	-4.466966	
0.608481	0.095035	0.189229	0.000000	0.000000	0.000000	0.000000	0.014931	0.059457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.493773	0.531801	0.000000	0.000000	0.000000	-0.744473	0.476826	-0.457926	0.000000	0.000000	0.000000	-0.163131	0.660651	-0.163131	0.316063	-0.484035	0.000000	0.000000	0.000000	2.162462	-0.376733	0.639174	0.000000	0.000000	0.000000	-0.575577	0.736897	-0.575577	-0.765610	-0.871118	0.000000	0.000000	0.000000	2.734885	-0.325947	0.591889	0.000000	0.000000	0.000000	-3.911687	0.335104	-3.911687	-0.743467	0.159795	0.000000	0.000000	0.000000	-0.608243	0.554594	-0.612246	0.000000	0.000000	0.000000	-2.551121	0.732110	-2.551121	
0.711940	0.110663	0.219990	0.000000	0.000000	0.000000	0.000000	0.017386	0.069122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.540043	0.489188	0.000000	0.000000	0.000000	-0.744394	0.462701	-0.426137	0.000000	0.000000	0.000000	0.000788	0.629035	0.000788	0.281327	-0.420246	0.000000	0.000000	0.000000	2.117487	-0.347359	0.637884	0.000000	0.000000	0.000000	-0.449759	0.723190	-0.449759	-0.795314	-0.812506	0.000000	0.000000	0.000000	2.454345	-0.297044	0.586128	0.000000	0.000000	0.000000	-2.805400	0.504679	-2.805400	-0.689071	0.099530	0.000000	0.000000	0.000000	-0.730729	0.543968	-0.602650	0.000000	0.000000	0.000000	-1.224861	0.790779	-1.224861	
0.809737	0.126261	0.250527	0.000000	0.000000	0.000000	0.000000	0.019837	0.078716	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.584888	0.449946	0.000000	0.000000	0.000000	-0.734252	0.448445	-0.392414	0.000000	0.000000	0.000000	0.101422	0.595701	0.101422	0.249531	-0.356601	0.000000	0.000000	0.000000	2.077989	-0.317965	0.636452	0.000000	0.000000	0.000000	-0.394976	0.708987	-0.394976	-0.822193	-0.754509	0.000000	0.000000	0.000000	2.269151	-0.268786	0.579967	0.000000	0.000000	0.000000	-1.851940	0.575708	-1.851940	-0.635802	0.040441	0.000000	0.000000	0.000000	-0.787069	0.532686	-0.590895	0.000000	0.000000	0.000000	-0.563405	0.791056	-0.563405	
0.909982	0.141836	0.280826	0.000000	0.000000	0.000000	0.000000	0.022283	0.088235	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.628305	0.414203	0.000000	0.000000	0.000000	-0.717203	0.434168	-0.357431	0.000000	0.000000	0.000000	0.170490	0.561787	0.170490	0.220634	-0.293115	0.000000	0.000000	0.000000	2.040802	-0.288966	0.634863	0.000000	0.000000	0.000000	-0.371871	0.695300	-0.371871	-0.846340	-0.697168	0.000000	0.000000	0.000000	2.146663	-0.241472	0.573405	0.000000	0.000000	0.000000	-1.224879	0.594428	-1.224879	-0.583722	-0.017224	0.000000	0.000000	0.000000	-0.812532	0.520800	-0.576649	0.000000	0.000000	0.000000	-0.254631	0.776079	-0.254631	
1.008439	0.157369	0.310840	0.000000	0.000000	0.000000	0.000000	0.024725	0.097670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.670302	0.382013	0.000000	0.000000	0.000000	-0.694905	0.419979	-0.321897	0.000000	0.000000	0.000000	0.222978	0.528092	0.222978	0.194562	-0.229804	0.000000	0.000000	0.000000	2.004614	-0.260717	0.633105	0.000000	0.000000	0.000000	-0.361874	0.682532	-0.361874	-0.867872	-0.640523	0.000000	0.000000	0.000000	2.061417	-0.215325	0.566450	0.000000	0.000000	0.000000	-0.852465	0.592351	-0.852465	-0.532884	-0.073184	0.000000	0.000000	0.000000	-0.823012	0.508376	-0.559602	0.000000	0.000000	0.000000	-0.104801	0.755879	-0.104801	
