DESKTOP-DSDD1M6
0.107695	0.015748	0.031520	0.000000	0.000000	0.000000	0.000000	0.002477	0.009914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.933180	-0.104956	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.947005	1.311953	0.000000	0.000000	0.000000	3.141593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-1.569124	-0.769679	0.000000	0.000000	0.000000	-1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.656682	-2.239067	0.000000	0.000000	0.000000	1.570796	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.276110	0.042767	0.085486	0.000000	0.000000	0.000000	0.000000	0.006721	0.026862	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.949013	-0.106758	0.000000	0.000000	0.000000	-0.012012	0.158334	-0.018018	0.000000	0.000000	0.000000	-0.120119	0.158334	-0.120119	-0.889605	1.270625	0.000000	0.000000	0.000000	-2.866069	0.573991	-0.413286	0.000000	0.000000	0.000000	2.755239	-0.573991	2.755239	-1.523282	-0.718175	0.000000	0.000000	0.000000	-1.265181	0.458422	0.515039	0.000000	0.000000	0.000000	3.056149	-0.515039	3.056149	0.603682	-2.178090	0.000000	0.000000	0.000000	1.924132	-0.530004	0.609770	0.000000	0.000000	0.000000	3.533359	0.609770	3.533359	
0.375655	0.058461	0.116738	0.000000	0.000000	0.000000	0.000000	0.009185	0.036679	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.965419	-0.088677	0.000000	0.000000	0.000000	0.109836	0.164061	0.180814	0.000000	0.000000	0.000000	1.218481	0.161877	1.218481	-0.832889	1.233851	0.000000	0.000000	0.000000	-2.527294	0.567162	-0.367736	0.000000	0.000000	0.000000	3.387751	-0.445727	3.387751	-1.478404	-0.666935	0.000000	0.000000	0.000000	-0.877078	0.448780	0.512402	0.000000	0.000000	0.000000	3.881038	-0.353629	3.881038	0.553151	-2.117306	0.000000	0.000000	0.000000	2.099970	-0.505303	0.607837	0.000000	0.000000	0.000000	1.758382	0.745137	1.758382	
0.475877	0.074140	0.147889	0.000000	0.000000	0.000000	0.000000	0.011648	0.046466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.981799	-0.069835	0.000000	0.000000	0.000000	0.222718	0.163797	0.188413	0.000000	0.000000	0.000000	1.128821	0.183463	1.128821	-0.777081	1.200952	0.000000	0.000000	0.000000	-2.133618	0.558085	-0.328987	0.000000	0.000000	0.000000	3.936753	-0.266431	3.936753	-1.434856	-0.616451	0.000000	0.000000	0.000000	-0.438660	0.435483	0.504840	0.000000	0.000000	0.000000	4.384178	-0.109710	4.384178	0.505083	-2.056897	0.000000	0.000000	0.000000	2.173288	-0.480679	0.604092	0.000000	0.000000	0.000000	0.733171	0.764123	0.733171	
0.576106	0.089802	0.178904	0.000000	0.000000	0.000000	0.000000	0.014109	0.056210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.998154	-0.050276	0.000000	0.000000	0.000000	0.325807	0.163555	0.195591	0.000000	0.000000	0.000000	1.030889	0.202717	1.030889	-0.722245	1.171953	0.000000	0.000000	0.000000	-1.721280	0.548357	-0.289993	0.000000	0.000000	0.000000	4.123382	-0.047327	4.123382	-1.392634	-0.566724	0.000000	0.000000	0.000000	-0.018979	0.422216	0.497276	0.000000	0.000000	0.000000	4.196807	0.171035	4.196807	0.459692	-1.996887	0.000000	0.000000	0.000000	2.195899	-0.453918	0.600105	0.000000	0.000000	0.000000	0.226118	0.751676	0.226118	
0.675958	0.105440	0.209720	0.000000	0.000000	0.000000	0.000000	0.016564	0.065890	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.014488	-0.030041	0.000000	0.000000	0.000000	0.418761	0.163338	0.202356	0.000000	0.000000	0.000000	0.929536	0.219514	0.929536	-0.668445	1.146795	0.000000	0.000000	0.000000	-1.341522	0.538001	-0.251579	0.000000	0.000000	0.000000	3.797578	0.168080	3.797578	-1.351728	-0.517750	0.000000	0.000000	0.000000	0.312627	0.409067	0.489734	0.000000	0.000000	0.000000	3.316058	0.399700	3.316058	0.417154	-1.937300	0.000000	0.000000	0.000000	2.193399	-0.425379	0.595869	0.000000	0.000000	0.000000	-0.024999	0.732116	-0.024999	
0.775700	0.121049	0.240329	0.000000	0.000000	0.000000	0.000000	0.019016	0.075507	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.030803	-0.009170	0.000000	0.000000	0.000000	0.501646	0.163148	0.208702	0.000000	0.000000	0.000000	0.828851	0.233915	0.828851	-0.615740	1.125350	0.000000	0.000000	0.000000	-1.031840	0.527054	-0.214451	0.000000	0.000000	0.000000	3.096820	0.328623	3.096820	-1.312116	-0.469528	0.000000	0.000000	0.000000	0.537308	0.396117	0.482225	0.000000	0.000000	0.000000	2.246812	0.525230	2.246812	0.377602	-1.878162	0.000000	0.000000	0.000000	2.177695	-0.395520	0.591377	0.000000	0.000000	0.000000	-0.157047	0.711061	-0.157047	
0.876162	0.136637	0.270727	0.000000	0.000000	0.000000	0.000000	0.021465	0.085057	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.047102	0.012294	0.000000	0.000000	0.000000	0.574861	0.162987	0.214645	0.000000	0.000000	0.000000	0.732156	0.246122	0.732156	-0.564183	1.107438	0.000000	0.000000	0.000000	-0.798143	0.515562	-0.179123	0.000000	0.000000	0.000000	2.336972	0.418339	2.336972	-1.273772	-0.422050	0.000000	0.000000	0.000000	0.678388	0.383437	0.474774	0.000000	0.000000	0.000000	1.410805	0.572408	1.410805	0.341116	-1.819500	0.000000	0.000000	0.000000	2.154450	-0.364854	0.586625	0.000000	0.000000	0.000000	-0.232444	0.689950	-0.232444	
0.976001	0.152184	0.300839	0.000000	0.000000	0.000000	0.000000	0.023907	0.094516	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.063388	0.034314	0.000000	0.000000	0.000000	0.639034	0.162857	0.220200	0.000000	0.000000	0.000000	0.641722	0.256408	0.641722	-0.513825	1.115977	0.000000	0.000000	0.000000	-0.518006	0.503590	0.085389	0.000000	0.000000	0.000000	2.801375	0.290381	2.801375	-1.236663	-0.375310	0.000000	0.000000	0.000000	0.765746	0.371093	0.467400	0.000000	0.000000	0.000000	0.873571	0.582239	0.873571	0.307725	-1.761339	0.000000	0.000000	0.000000	2.126531	-0.333910	0.581610	0.000000	0.000000	0.000000	-0.279192	0.669337	-0.279192	
1.076151	0.167695	0.330657	0.000000	0.000000	0.000000	0.000000	0.026343	0.103884	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.079662	0.056962	0.000000	0.000000	0.000000	0.695514	0.162749	0.226477	0.000000	0.000000	0.000000	0.564799	0.265710	0.564799	-0.464704	1.132968	0.000000	0.000000	0.000000	-0.257449	0.491202	0.169907	0.000000	0.000000	0.000000	2.605566	0.342631	2.605566	-1.200750	-0.329229	0.000000	0.000000	0.000000	0.821265	0.359127	0.460809	0.000000	0.000000	0.000000	0.555196	0.578257	0.555196	0.277405	-1.703675	0.000000	0.000000	0.000000	2.095436	-0.303201	0.576638	0.000000	0.000000	0.000000	-0.310950	0.649820	-0.310950	
